#Name, Date, RaDeg, DecDeg, AlertMag, HistoricMag, HistoricStdDev, Class, Published, Comment
Gaia16bcw,2016-08-15 18:45:31,190.42706,-18.98806,18.44,,,"unknown",2016-09-02 16:50:42,"candidate SN near galaxy ESO 574-19"
Gaia16bcv,2016-08-26 04:25:31,162.95792,-56.73251,18.16,,,"unknown",2016-09-02 16:46:48,"candidate CV, blue hostless transient on the decline"
Gaia16bcu,2016-08-26 16:18:03,152.75186,-64.47046,18.56,,,"unknown",2016-09-02 16:43:25,"blue transient near DSS source"
Gaia16bct,2016-08-26 06:42:56,246.62176,62.09222,17.90,,,"SN Ia",2016-09-02 16:36:01,"confirmed SN Ia near galaxy LEDA 2630411"
Gaia16bcs,2016-08-03 04:25:15,153.89043,-61.78808,17.28,,,"unknown",2016-09-02 16:27:43,"candidate red SN, near cigar-like blue galaxy in DSS"
Gaia16bcr,2016-08-25 10:36:13,172.07220,-45.09085,18.71,,,"unknown",2016-09-02 10:30:35,"candidate SN near GALEXASC J112818.23-450527.9"
Gaia16bcq,2016-08-25 10:32:08,168.32221,-48.70350,18.46,,,"unknown",2016-09-02 08:06:26,"candidate hostless SN"
Gaia16bcp,2016-08-25 15:31:44,51.46368,-50.30270,18.48,,,"unknown",2016-09-02 08:02:43,"candidate SN near galaxy 2MASX J03255126-5018004 GS-TEC predicts SN Ia"
Gaia16bco,2016-08-25 21:46:57,72.30284,-62.36137,17.74,,,"unknown",2016-09-02 08:01:29,"blue transient near galaxy ESO 119-11  "
Gaia16bcn,2016-08-25 03:34:56,353.84699,42.10244,18.65,,,"unknown",2016-09-02 08:00:19,"blue transient near faint blob in DSS2"
Gaia16bcm,2016-08-25 08:08:09,227.95610,46.25093,16.22,,,"SN Ia",2016-09-02 07:56:51,"confirmed SN Ia near SDSS J151149.79+461506.3 (GS-TEC predicts SN Ia)"
Gaia16bcl,2016-08-25 06:45:06,255.07826,60.62433,18.32,,,"unknown",2016-09-02 07:49:25,"candidate SN near SDSS J170018.30+603725.5 GS-TEC predicts SN Ia"
Gaia16bck,2016-08-24 05:01:32,42.14452,-34.93835,18.81,,,"unknown",2016-08-26 09:42:26,"candidate SN near galaxy 2dFGRS TGS578Z047"
Gaia16bcj,2016-08-24 08:46:24,24.21346,-8.80763,17.55,,,"SN Ia",2016-08-26 09:40:33,"confirmed SN Ia near galaxy 2MASX J01365130-0848250"
Gaia16bci,2016-08-23 01:29:58,330.46991,48.17751,18.70,,,"unknown",2016-08-26 09:34:55,"transient near faint DSS source"
Gaia16bch,2016-08-21 15:01:23,309.13711,48.84025,18.73,17.32,0.12,"unknown",2016-08-23 09:34:47,"oldSource dims by more than 1 mag"
Gaia16bcg,2016-08-21 09:25:30,64.92409,-38.71301,15.81,,,"unknown",2016-08-23 09:19:56," bright blue transient near faint blob in DSS"
Gaia16bcf,2016-08-21 16:29:08,158.63615,-38.85967,18.35,,,"unknown",2016-08-23 09:12:00,"candidate CV, brightening blue hostless transient (previously seen by MASTER)"
Gaia16bce,2016-08-20 15:12:04,53.45738,-28.37873,14.76,17.97,0.32,"unknown",2016-08-22 21:58:03,"candidate CV, OldSource brightens by >3 mags, seen in CRTS in 2011"
Gaia16bcd,2016-08-20 13:00:44,195.73700,-6.65610,18.76,,,"unknown",2016-08-22 21:51:56,"blue transient near galaxy LCRS B130021.4-062317"
Gaia16bcc,2016-08-20 16:18:45,145.75683,-41.05248,18.89,,,"unknown",2016-08-22 14:02:55,"hostless blue transient on the rise"
Gaia16bcb,2016-08-20 15:01:34,43.84030,-20.73077,18.92,,,"unknown",2016-08-22 14:00:58,"candidate SN close to galaxy GALEXASC J025521.75-204350.7, GS-TEC predicts SN Ia"
Gaia16bca,2016-08-20 13:20:03,208.54332,6.38838,17.54,,,"unknown",2016-08-22 13:06:14,"candidate SN in galaxy SDSS J135410.37+062318.5, GS-TEC predicts SN Ia"
Gaia16bbz,2016-08-20 14:46:34,289.16431,46.35201,17.69,,,"unknown",2016-08-22 13:04:37,"candidate CV, hostless blue transient"
Gaia16bby,2016-08-20 19:45:49,225.65243,23.35274,17.26,,,"unknown",2016-08-22 13:03:35,"Candidate SN near (group member?) galaxy SDSS J150236.39+232108.2, GS-TEC predicts SN Ia"
Gaia16bbx,2016-07-13 21:02:42,28.53423,-2.68435,18.32,,,"unknown",2016-08-22 09:23:25,"blue transient in uncatalogued SDSS galaxy, fading"
Gaia16bbw,2016-08-20 03:51:58,107.19157,-44.30241,17.76,,,"unknown",2016-08-21 22:00:30,""
Gaia16bbv,2016-07-12 02:57:35,23.41075,3.38031,19.48,,,"unknown",2016-08-21 21:58:14,"blue hostless transient getting brigher"
Gaia16bbu,2016-08-18 12:54:15,284.35071,38.01601,18.48,,,"unknown",2016-08-21 21:55:34,"candidate SN, near blob in DSS2 GS-TEC predicts SN Ia"
Gaia16bbt,2016-08-18 21:42:13,353.44106,25.56403,18.65,,,"unknown",2016-08-21 21:46:40,"candidate SN in faint SDSS galaxy SDSS J233345.91+253350.7"
Gaia16bbs,2016-08-18 20:23:33,264.74106,35.32217,17.55,,,"unknown",2016-08-21 21:43:14,"hostless blue transient"
Gaia16bbr,2016-07-23 23:09:18,65.25807,-27.13236,18.86,,,"unknown",2016-08-21 21:39:36,"hostless transient 2 arcsec from GALEXASC J042101.96-270753.4 and on blob in DSS2"
Gaia16bbq,2016-08-18 08:31:17,25.14610,3.36533,18.71,,,"unknown",2016-08-19 21:30:16,"hostless blue transient"
Gaia16bbp,2016-08-18 02:14:47,11.28143,13.88005,18.44,,,"unknown",2016-08-19 21:25:22,"transient near SDSS J004507.42+135254.9, GS-TEC predicts SN Ia"
Gaia16bbo,2016-08-18 04:09:36,135.42256,-36.63509,18.22,,,"unknown",2016-08-19 21:23:02,"transient on blob in DSS2"
Gaia16bbn,2016-08-18 02:51:17,297.10992,37.58674,18.65,,,"unknown",2016-08-19 21:20:29,"transient on blob in DSS2"
Gaia16bbm,2016-08-12 06:05:38,152.95888,-31.93742,17.32,,,"unknown",2016-08-19 12:56:51,"blue transient near 2MASX J10115014-3156091"
Gaia16bbl,2016-08-17 02:16:03,14.39337,13.65721,18.51,,,"unknown",2016-08-19 12:55:44,"candidate SN in uncatalogued blue SDSS galaxy"
Gaia16bbk,2016-08-17 08:22:31,19.93927,9.89518,18.91,,,"unknown",2016-08-19 12:54:14,"candidate SN in GALEXASC J011945.39+095344.2"
Gaia16bbj,2016-07-24 15:16:24,68.61500,-21.21518,17.49,,,"SN Ia",2016-08-19 09:16:00,"confirmed SN Ia near galaxy APMUKS(BJ) B043218.28-211910.3"
Gaia16bbi,2016-08-16 20:00:19,359.81680,22.05020,17.40,,,"unknown",2016-08-19 09:13:27,"candidate SN near galaxy GALEXASC J235916.23+220302.4, GS-TEC predicts SN Ia"
Gaia16bbh,2016-08-16 14:41:36,39.34987,-0.68236,18.02,,,"unknown",2016-08-19 09:12:20,"blue transient in outskirts of galaxy SDSS J023724.32-004050.2"
Gaia16bbg,2016-08-15 14:45:38,293.45978,30.05404,20.28,18.61,0.17,"unknown",2016-08-17 15:31:49,"variable blue star shows >1 mag dip"
Gaia16bbf,2016-08-16 12:17:25,251.77115,19.55973,17.98,,,"unknown",2016-08-17 15:25:38,"candidate CV aka SDSS J164705.08+193334.9"
Gaia16bbe,2016-07-22 00:11:24,239.88368,10.71900,18.37,,,"unknown",2016-08-17 15:17:55,"candidate SN near galaxy 2MASX J15593192+1043060"
Gaia16bbd,2016-08-15 09:10:57,71.76453,-14.81201,18.16,,,"unknown",2016-08-17 15:11:28,"candidate SN near 6dFGS gJ044703.0-144841 "
Gaia16bbc,2016-08-15 09:26:28,88.09802,-22.19862,18.87,,,"unknown",2016-08-17 14:45:48,"candidate SN, hostless"
Gaia16bbb,2016-08-16 09:38:47,99.33828,-29.36962,17.38,,,"unknown",2016-08-17 14:43:39,"blue transient offset from faint blue source in DSS"
Gaia16bba,2016-08-15 14:13:16,15.39808,17.10119,17.31,,,"unknown",2016-08-17 14:40:10,"candidate SN near GALEXASC J010135.75+170604.9 GS-TEC predicts SN Ia"
Gaia16baz,2016-08-14 09:01:07,65.54496,-6.72932,15.34,17.41,0.26,"unknown",2016-08-17 10:09:20,"Quasar 3FGL J0422.1-0642 in outburst"
Gaia16bay,2016-08-15 02:02:31,5.34608,22.43536,16.10,,,"unknown",2016-08-16 11:09:08,"confirmed bright SN Ia in NGC 83, galaxy in a group of galaxies"
Gaia16bax,2016-08-14 20:15:07,19.33581,17.65908,18.68,,,"unknown",2016-08-16 11:04:33,"blue hostless transient, GS-TEC predicts SN Ia"
Gaia16baw,2016-08-14 20:48:21,297.29864,29.11146,17.88,,,"unknown",2016-08-16 11:03:02,"candidate CV, rising blue transient in Galactic plane"
Gaia16bav,2016-08-13 19:22:38,321.70218,30.29483,19.56,19.94,0.10,"unknown",2016-08-16 10:59:56,"1 mag brightening in faint source (5 arcsecs north of brighter star)"
Gaia16bau,2016-08-13 12:56:09,203.68417,-19.80120,18.25,,,"unknown",2016-08-15 17:18:41,"blue transient 9 arcsec from GALEXASC J133444.45-194755.8"
Gaia16bat,2016-08-14 08:18:53,269.32195,18.91821,18.63,,,"unknown",2016-08-15 17:15:19,"hostless blue transient, GS-TEC predicts SN Ia"
Gaia16bas,2016-08-13 23:08:46,202.11391,-18.96608,17.79,,,"unknown",2016-08-15 17:12:54,"hostless blue transient"
Gaia16bar,2016-07-24 15:02:28,70.23396,-8.44562,18.54,,,"unknown",2016-08-15 17:06:32,"candidate SN on the rise in extended DSS source"
Gaia16baq,2016-07-17 08:35:37,51.56990,17.06282,19.93,,,"unknown",2016-08-15 13:05:17,"rising blue transient near 2MASX J03261692+1703492 "
Gaia16bap,2016-08-11 20:35:33,49.83110,14.55912,18.74,,,"unknown",2016-08-15 13:02:16,"blue transient on DSS2 smudge"
Gaia16bao,2016-08-10 02:43:10,297.72688,23.55513,19.52,18.18,0.11,"unknown",2016-08-15 11:51:18,"red star showed a 1.6 mag, 1 day duration  dip in brightness"
Gaia16ban,2016-08-12 06:47:29,286.49541,20.51823,17.38,18.45,0.41,"unknown",2016-08-15 06:12:16,"eruptive outbursts in reddish star which becomes much bluer and brighter"
Gaia16bam,2016-07-05 20:34:51,5.97490,28.33267,18.43,,,"SN IIP",2016-08-15 06:07:11,"confirmed SN IIP in outskirts of galaxy UGC 00229"
Gaia16bal,2016-08-13 09:43:45,111.85090,-24.76779,18.58,17.57,0.13,"unknown",2016-08-15 06:01:37,"red star showing deep dips"
Gaia16bak,2016-08-13 07:55:28,1.29669,27.62464,18.51,,,"unknown",2016-08-15 05:56:13,"blue transient in uncatalogued extended faint SDSS source (galaxy group?)"
Gaia16baj,2016-07-11 22:22:14,31.15604,21.58601,17.55,,,"SN Ia",2016-08-14 14:57:51,"confirmed SN Ia in outskirts of galaxy MCG +03-06-031"
Gaia16bai,2016-08-11 18:44:02,195.28784,-28.99907,18.57,,,"unknown",2016-08-14 14:54:33,"blue transient 12 arcsecs from galaxy 2MASX J13010819-2859582"
Gaia16bah,2016-08-08 20:31:06,56.73091,24.73148,18.99,,,"unknown",2016-08-14 08:13:18,"transient in what looks like a spiral galaxy in DSS"
Gaia16bag,2016-08-11 09:49:12,120.68380,-25.62593,19.02,,,"unknown",2016-08-14 08:08:25,"candidate CV, hostless blue transient in Galactic plane, lightcurve rising"
Gaia16baf,2016-08-11 07:22:45,324.66351,31.94826,18.30,,,"unknown",2016-08-14 08:06:56,"candidate CV, blue transient fading at 0.5 mag/day"
Gaia16bae,2016-08-10 12:08:13,156.86248,-35.54083,18.57,,,"unknown",2016-08-13 09:47:47,"new source next to GALEXASC J102726.63-353228.7"
Gaia16bad,2016-08-11 04:27:53,163.62597,-34.58826,18.85,,,"unknown",2016-08-13 09:39:35,"new blue source in outskirts of spiral galaxy 6dFGS gJ105430.2-343511"
Gaia16bac,2016-08-10 03:29:12,103.47077,-15.37104,17.44,19.36,0.88,"unknown",2016-08-12 20:41:41,"2 mag brightening in faint star"
Gaia16bab,2016-08-10 02:28:11,284.25951,16.09303,17.93,,,"unknown",2016-08-12 20:37:51,"hostless blue transient in Galactic plane"
Gaia16baa,2016-08-10 14:26:35,282.36633,15.34250,18.75,,,"unknown",2016-08-12 20:35:13,"hostless blue transient"
Gaia16azz,2016-08-10 12:24:59,270.45315,7.01372,17.73,,,"CV",2016-08-12 20:32:40,"blue transient at location of V* V2561 Oph -- Dwarf Nova"
Gaia16azy,2016-08-10 02:11:13,270.87469,6.46619,18.75,,,"unknown",2016-08-12 20:29:39,"candidate SN, near 2MASX J18033020+0627590 GS-TEC predicts SN Ia"
Gaia16azx,2016-08-10 07:57:35,260.34560,-1.05703,18.53,,,"unknown",2016-08-12 20:28:05,"hostless transient"
Gaia16azw,2016-08-09 05:52:09,139.09467,-33.98970,17.38,,,"unknown",2016-08-12 20:24:59,"hostless blue transient"
Gaia16azv,2016-08-02 21:12:18,95.20962,-8.49844,19.17,,,"unknown",2016-08-12 19:39:49,"candidate red transient in outskirts of UGCA 127"
Gaia16azu,2016-08-09 01:30:20,336.38242,38.98425,17.32,,,"SN Ia",2016-08-12 18:31:35,"confirmed SN Ia near 2MASX J22253147+3859010"
Gaia16azt,2016-08-09 19:14:07,315.82806,31.98850,16.81,,,"unknown",2016-08-12 18:28:39,"blue transient near DSS smudge"
Gaia16azs,2016-08-09 13:11:05,312.61361,31.16654,17.82,,,"unknown",2016-08-12 18:26:16,"hostless blue transient"
Gaia16azr,2016-07-03 16:08:16,1.08520,40.98999,20.10,,,"SN Ia",2016-08-12 18:19:16,"confirmed SN Ia near GALEXASC J000420.70+405922.5"
Gaia16azq,2016-07-09 14:24:21,26.71704,33.38937,16.94,,,"SN Ia",2016-08-12 18:14:22,"confirmed SN Ia next to galaxy CGCG 503-021"
Gaia16azp,2016-08-09 20:33:24,54.89326,20.70845,17.66,,,"unknown",2016-08-12 18:11:38,"Reddened SN candidate in the edge of LCSB S06040. z=0.021218 (NED)."
Gaia16azo,2016-08-08 21:49:52,123.23483,-27.53130,18.75,,,"unknown",2016-08-11 21:35:14,"candidate SN near smudge in DSS "
Gaia16azn,2016-08-05 18:20:13,171.65090,-53.04001,18.96,,,"unknown",2016-08-11 21:33:02,"blue transient near galaxy 2MASX J11263652-5302293"
Gaia16azm,2016-07-22 17:46:48,248.28485,-15.55897,18.29,,,"SN Ia",2016-08-11 21:30:21,"confirmed SN near  6dFGS gJ163309.2-153341-- Emission-line galaxy"
Gaia16azl,2016-08-08 13:54:00,11.49892,41.93946,18.89,,,"unknown",2016-08-11 21:25:23,"candidate nova in M31"
Gaia16azk,2016-08-08 15:00:52,83.08733,3.95876,15.35,,,"unknown",2016-08-11 19:36:36,"candidate bright CV"
Gaia16azj,2016-08-08 19:41:42,352.67894,41.54290,18.61,,,"unknown",2016-08-11 19:33:20,"blue hostless transient"
Gaia16azi,2016-08-07 18:59:54,301.63226,28.51453,18.06,19.00,0.05,"unknown",2016-08-11 19:13:19,"likely M-dwarf flare"
Gaia16azh,2016-07-28 08:46:24,81.07492,9.17703,20.65,,,"unknown",2016-08-10 11:08:03,"candidate SN near CAIRNS J052417.27+091026.9 -- Galaxy in Cluster of Galaxies"
Gaia16azg,2016-07-20 14:27:23,64.19437,23.57605,20.67,,,"unknown",2016-08-10 11:05:32,"hostless blue transient"
Gaia16azf,2016-08-07 22:35:09,173.64909,-44.88895,18.02,,,"unknown",2016-08-10 11:02:28,"candidate CV/SN, hostless blue transient"
Gaia16aze,2016-08-07 20:51:28,77.83734,11.57868,18.17,,,"unknown",2016-08-10 10:58:26,"candidate CV aka CRTS CSS111118 J051121+113443"
Gaia16azd,2016-08-07 19:11:01,312.99683,34.82948,16.71,,,"unknown",2016-08-10 10:56:45,"candidate CV, bright blue transient near Galactic Plane"
Gaia16azc,2016-08-07 19:14:19,316.49272,36.99665,18.71,,,"unknown",2016-08-10 09:09:23,"transient near cluster galaxy 2MASX J21055897+3700093"
Gaia16azb,2016-08-07 03:39:44,114.42762,-23.93458,18.99,,,"unknown",2016-08-09 14:37:11,"hostless transient"
Gaia16aza,2016-08-06 19:25:46,245.35763,-26.77503,14.98,,,"unknown",2016-08-09 14:34:56,"bright blue hostless transient"
Gaia16ayz,2016-08-06 22:38:41,178.64331,-48.99321,18.47,,,"unknown",2016-08-09 14:32:17,"candidate CV, hostless blue transient"
Gaia16ayy,2016-08-06 07:01:53,303.09250,32.99065,17.73,,,"unknown",2016-08-09 14:30:26,"blue transient near smudge in DSS in Galactic Plane"
Gaia16ayx,2016-08-05 11:47:13,254.34271,-23.41350,18.46,,,"unknown",2016-08-09 14:28:33,"transient near DSS object"
Gaia16ayw,2016-08-06 02:41:07,74.97953,20.81416,17.82,,,"unknown",2016-08-09 14:27:14,"candidate CV aka CRTS MLS101225 J045955+204851"
Gaia16ayv,2016-07-07 21:50:11,32.80702,51.48191,20.24,,,"unknown",2016-08-09 14:25:23,""
Gaia16ayu,2016-08-05 20:16:10,53.04400,40.15085,17.53,,,"unknown",2016-08-09 14:23:21,"transient on top of faint SDSS blue star"
Gaia16ayt,2016-08-05 19:07:33,308.12493,38.47521,18.44,,,"unknown",2016-08-09 14:20:55,"hostless transient in the Galactic Plane"
Gaia16ays,2016-08-05 17:44:34,252.04726,-25.07291,17.99,,,"unknown",2016-08-09 14:17:13,"candidate CV"
Gaia16ayr,2016-08-06 01:22:25,244.92931,-30.35140,16.77,,,"unknown",2016-08-09 14:15:37,"candidate CV"
Gaia16ayq,2016-08-05 17:11:04,223.71966,-45.80215,18.64,,,"unknown",2016-08-09 14:13:11,"candidate CV"
Gaia16ayp,2016-08-06 05:54:19,257.27108,-17.60605,17.73,,,"CV",2016-08-09 14:06:34,"known CV"
Gaia16ayo,2016-08-05 19:39:25,354.54345,53.10974,18.28,,,"unknown",2016-08-09 13:57:56,"candidate SN, GS-TEC predicts SN IIp"
Gaia16ayn,2016-08-04 18:41:39,285.93828,20.80117,18.46,,,"unknown",2016-08-09 13:56:15,"hostless blue transient in Galactic Plane"
Gaia16aym,2016-08-03 12:42:25,285.01859,24.01056,18.77,,,"unknown",2016-08-09 13:54:05,"transient near DSS star in Galactic Plane"
Gaia16ayl,2016-08-04 06:32:23,280.30777,13.60319,17.58,,,"unknown",2016-08-09 13:50:04,"transient near DSS source in Galactic Plane"
Gaia16ayk,2016-08-03 19:15:21,313.83828,51.11779,17.05,,,"unknown",2016-08-09 13:46:58,"hostless blue transient near Galactic Plane"
Gaia16ayj,2016-08-04 06:56:59,295.96101,35.01158,18.82,,,"unknown",2016-08-09 13:43:49,"hostless blue transient near Galactic Plane"
Gaia16ayi,2016-08-04 06:55:14,294.93618,33.27510,18.18,,,"unknown",2016-08-09 13:40:56,"hostless blue transient near Galactic Plane"
Gaia16ayh,2016-08-05 06:30:28,279.65624,10.47289,18.04,,,"unknown",2016-08-09 10:53:48,"blue transient near Galactic Plane"
Gaia16ayg,2016-08-04 20:31:50,71.36566,28.81021,18.59,,,"unknown",2016-08-09 10:51:12,"candidate SN offset from faint blue smudge in DSS"
Gaia16ayf,2016-08-04 06:28:51,278.32810,10.60183,17.43,,,"unknown",2016-08-09 10:48:35,"candidate SN near CGMW 5-04913 (z=0.010558)"
Gaia16aye,2016-08-05 00:53:52,295.00474,30.13149,14.27,15.51,0.06,"ULENS",2016-08-09 10:45:38,"1.2 mag rise in red star near Galactic Plane"
Gaia16ayd,2016-07-31 18:46:12,231.45003,-63.59869,18.12,18.78,0.07,"unknown",2016-08-07 19:44:28,"0.7 mag increase in star near Galactic plane"
Gaia16ayc,2016-08-03 05:34:12,251.29228,-34.89977,16.33,,,"SSO",2016-08-07 19:41:50,"bright and rising hostless transient"
Gaia16ayb,2016-08-02 17:24:24,106.75376,-30.77690,18.79,,,"unknown",2016-08-07 19:37:45,"transient source on/near faint blue smudge in DSS"
Gaia16aya,2016-08-03 05:32:02,112.33966,-35.96983,16.42,,,"CV",2016-08-07 19:33:58,"candidate CV, hostless blue transient"
Gaia16axz,2016-07-26 23:35:01,257.75383,-30.98132,18.71,,,"unknown",2016-08-06 08:48:22,"rising red transient in Galactic plane"
Gaia16axy,2016-08-01 06:49:45,232.84737,-60.19935,18.42,,,"unknown",2016-08-06 08:42:51,"new blue source in Galactic plane"
Gaia16axx,2016-08-02 04:40:09,185.02214,-68.04830,17.64,,,"unknown",2016-08-06 08:38:06,"blue transient near faint DSS source close to Galactic plane"
Gaia16axw,2016-08-01 10:42:47,193.69816,-70.25537,18.52,,,"unknown",2016-08-06 08:35:11,"candidate SN near faint DSS source, GS-TEC predicts SN IIn"
Gaia16axv,2016-08-01 17:28:12,105.63891,-35.91212,17.67,,,"unknown",2016-08-06 08:31:43,"blue transient near faint blue smudge in DSS. PESSTO followup:blue featureless continuum in spectrum"
Gaia16axu,2016-08-02 06:24:39,274.76199,9.92852,17.88,,,"CV",2016-08-06 08:28:43,"transient near GALEXASC J181902.95+095538.8"
Gaia16axt,2016-08-01 07:12:46,302.69649,58.52973,17.51,,,"unknown",2016-08-06 08:24:24,"hostless blue transient"
Gaia16axs,2016-08-01 18:57:02,289.66964,42.35108,18.36,,,"unknown",2016-08-06 08:21:28,"hostless blue transient"
Gaia16axr,2016-07-31 18:45:14,279.99026,33.26662,18.70,,,"SN Ia",2016-08-06 08:19:23,"candidate SN, near galaxy 2MASX J18395800+3315575, GS-TEC predicts SN Ia"
Gaia16axq,2016-08-01 19:07:04,298.16666,51.69905,18.50,,,"unknown",2016-08-06 08:15:55,"hostless blue transient"
Gaia16axp,2016-07-31 01:38:47,262.86668,-18.13618,17.95,,,"CV",2016-08-06 08:10:46,"hostless blue transient"
Gaia16axo,2016-07-30 05:19:14,252.86149,-48.23011,18.54,18.84,0.04,"unknown",2016-08-03 11:16:54,"candidate microlensing event, 0.6 mag increase in red star"
Gaia16axn,2016-07-31 04:59:12,234.52890,-64.88031,17.49,,,"unknown",2016-08-03 11:14:56,"candidate CV, hostless blue transient"
Gaia16axm,2016-07-28 05:53:16,91.04596,-65.24465,17.87,,,"SN Ia",2016-08-02 21:40:07,"candidate SN near galaxy 2MASX J06041172-6514347"
Gaia16axl,2016-07-29 04:56:12,85.22496,-12.24328,17.70,,,"SN II",2016-08-02 21:37:04,"blue transient near GALEXASC J054053.91-121435.4"
Gaia16axk,2016-07-29 23:51:51,262.26188,-17.42391,18.25,,,"unknown",2016-08-02 10:08:55,"hostless blue transient"
Gaia16axj,2016-07-30 10:55:37,234.25795,-68.30271,18.62,,,"unknown",2016-08-02 09:59:57,"hostless blue transient"
Gaia16axi,2016-07-30 09:17:27,89.99193,-18.08952,16.98,,,"SN Ia",2016-08-02 09:56:39,"candidate SN near 2MASX J05595753-1805253"
Gaia16axh,2016-07-29 12:46:29,244.62155,-65.29090,18.06,,,"unknown",2016-08-01 23:29:20,"candidate CV, apparently hostless blue transient"
Gaia16axg,2016-07-29 06:46:02,246.13335,-65.83842,17.88,,,"unknown",2016-08-01 23:28:15,"candidate CV, apparently hostless blue transient"
Gaia16axf,2016-07-29 15:35:42,90.92871,-35.73532,18.96,,,"SN Ia",2016-08-01 13:51:11,"candidate SN near faint source in DSS2, GS-TEC predicts SN Ia"
Gaia16axe,2016-07-28 13:21:35,291.94349,79.87882,18.84,,,"unknown",2016-08-01 12:54:43,"candidate SN near faint DSS source"
Gaia16axd,2016-07-28 09:30:44,84.64127,-32.56545,18.96,,,"unknown",2016-08-01 11:57:16,"candidate SN in edge on galaxy MRSS 363-126190, GS-TEC predicts SN Ia"
Gaia16axc,2016-07-28 11:40:04,88.99295,-53.16820,18.54,,,"unknown",2016-08-01 11:55:47,"candidate SN near galaxy 2MASX J05555839-5310164, GS-TEC predicts SN Ia"
Gaia16axb,2016-07-28 12:04:52,261.75238,-2.43542,18.64,,,"unknown",2016-08-01 11:54:25,"candidate SN near GALEXASC J172700.77-022608.6, GS-TEC predicts SN Ia"
Gaia16axa,2016-07-28 13:24:48,305.90506,82.82085,18.99,,,"unknown",2016-08-01 11:52:28,"candidate SN near galaxy 2MASX J20233950+8249177"
Gaia16awz,2016-07-28 00:33:17,244.45531,-77.28846,16.77,18.00,0.09,"unknown",2016-07-31 08:12:52,"1.3 mag flare in QSO B1610-771"
Gaia16awy,2016-07-28 04:37:49,215.35147,-84.52518,18.13,,,"CV",2016-07-30 17:35:41,"candidate SN, apparently hostless"
Gaia16awx,2016-07-27 18:08:11,260.30099,1.98977,18.87,,,"SN Ia",2016-07-30 17:34:25,"candidate SN near galaxy 2MASX J17211209+0159186 "
Gaia16aww,2016-07-27 10:28:32,79.33749,12.54468,18.33,,,"unknown",2016-07-30 12:00:39,"SN candidate near faint DSS galaxy, GS-TEC predicts SN Ia"
Gaia16awv,2016-07-26 11:50:37,257.44256,-14.79878,18.54,,,"unknown",2016-07-29 11:55:36,"faint transient near DSS object"
Gaia16awu,2016-07-26 12:46:02,258.97299,-64.92154,18.66,,,"unknown",2016-07-28 23:05:04,"candidate SN, apparently hostless, GS-TEC predicts SN Ia"
Gaia16awt,2016-07-26 12:24:58,256.61469,21.54808,18.21,,,"SN II",2016-07-28 23:03:36,"candidate SN in galaxy SDSS J170627.57+213249.7, GS-TEC predicts SN II"
Gaia16aws,2016-07-26 11:58:37,257.26492,-6.52187,16.97,,,"CV",2016-07-28 23:01:55,""
Gaia16awr,2016-07-27 00:44:59,258.35089,42.89491,18.93,,,"SN II-P",2016-07-28 22:53:58,"known SN in outskirts of galaxy SDSS J171323.67+425353.1, GS-TEC predicts SN II"
Gaia16awq,2016-07-23 01:03:39,221.94858,66.14656,14.85,15.89,0.09,"unknown",2016-07-28 22:51:50,"candidate CV or flare, fast increase and decline in star"
Gaia16awp,2016-07-24 11:58:52,51.08532,-71.13452,18.61,,,"unknown",2016-07-28 16:59:51,"candidate SN in galaxy 2MASX J03242044-7108075"
Gaia16awo,2016-07-25 06:50:14,247.31048,50.86081,18.35,,,"unknown",2016-07-28 16:56:49,"candidate SN in galaxy 2MASX J16291492+5051393"
Gaia16awn,2016-07-24 12:38:18,245.64504,38.36760,18.65,,,"unknown",2016-07-28 16:53:16,"candidate SN in galaxy Mrk 879"
Gaia16awm,2016-07-26 05:44:50,256.95647,-20.44088,18.23,,,"CV",2016-07-28 13:59:09,"candidate CV, transient near faint smudge in DSS"
Gaia16awl,2016-07-25 20:50:08,75.42412,3.57455,18.59,,,"SN Ibc",2016-07-27 14:43:07,"candidate SN near blue compact galaxy VV 790b, GS-TEC predicts SN Ia"
Gaia16awk,2016-07-26 03:04:40,75.35761,-9.96073,18.47,,,"unknown",2016-07-27 14:42:05,"candidate CV, hostless blue transient"
Gaia16awj,2016-07-24 13:29:53,119.47879,81.27081,18.60,,,"unknown",2016-07-27 11:28:11,"candidate SN near faint DSS galaxy"
Gaia16awi,2016-07-24 12:42:10,244.57633,42.60414,18.86,,,"SN Ia",2016-07-27 11:26:49,"candidate SN near centre of galaxy SDSS J161818.40+423615.4, GS-TEC predicts SN Ia"
Gaia16awh,2016-07-25 06:23:52,251.40519,21.82237,18.66,,,"unknown",2016-07-27 11:25:39,"candidate SN near galaxy 2MASX J16453692+2149243, GS-TEC predicts SN Ib/c"
Gaia16awg,2016-07-24 09:53:31,60.81963,-54.59723,18.46,,,"SN Ia",2016-07-25 13:07:42,"candidate SN near Low Surface Brightness Galaxy F156-048, GS-TEC predicts SN Ia"
Gaia16awf,2016-07-23 22:10:29,46.97298,-69.02977,18.90,,,"unknown",2016-07-25 13:04:00,"candidate SN near interacting galaxies ESO 054-IG 002, GS-TEC predicts SN Ia"
Gaia16awe,2016-07-23 08:43:10,68.94521,9.14350,18.27,,,"unknown",2016-07-25 09:26:29,"candidate CV aka CSS091123 J043547+090837 "
